# NED distances 
#
# name   = galaxy name
# RA,DEC = RA, DEC (J2000) [in degrees]
# mu     = distance modulus (+error) derived from z [in mag]
# D      = mean distance (+error) [in Mpc]
# minD   = min distance in NED [in Mpc]
# maxD   = max distance in NED [in Mpc]
# Vhel   = Heliocentric velocity [in kms]
# A_V    = foreground extinction [in mag] from Schlafly+ '11
#
# Total number of galaxies: 1
#
###########################################################################################################################
#name           |     RA[deg]  |    DEC[deg]  |     mu[mag]  |      mu_err |       D[Mpc]  |       D_err  |    minD[Mpc] |    maxD[Mpc] |    Vhel[kms] |     Vhel_err |    A_V[mag] 
       PGC50749 |   213.171387 |    30.855062 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4376.000000 |    24.000000 |     0.032000
       PGC50757 |   213.214340 |    54.374527 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1985.000000 |     2.000000 |     0.039000
       PGC50761 |   213.269135 |    20.400742 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4759.000000 |    25.000000 |     0.080000
       PGC50774 |   213.302078 |    57.833084 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2120.000000 |     2.000000 |     0.032000
       PGC50782 |   213.312057 |    -3.207577 |    31.840000 |     0.500000 |    23.833000 |     5.190000 |    16.600000 |    29.000000 |  1853.000000 |     8.000000 |     0.163000
       PGC50786 |   213.332779 |    -3.148885 |    32.680000 |          NaN |    34.299999 |          NaN |    34.299999 |    34.299999 |  1851.000000 |     5.000000 |     0.163000
       PGC50791 |   213.340683 |    54.668430 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2110.000000 |    70.000000 |     0.047000
       PGC50817 |   213.448654 |    20.848297 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4794.000000 |    44.000000 |     0.073000
       PGC50820 |   213.440948 |    47.659119 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2053.000000 |    41.000000 |     0.044000
       PGC50831 |   213.473038 |    15.509954 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4667.000000 |    49.000000 |     0.058000
       PGC50832 |   213.465836 |    57.770279 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2004.000000 |          NaN |     0.032000
       PGC50848 |   213.555832 |    15.622408 |    34.459999 |     0.150000 |    78.150002 |     5.140000 |    71.099998 |    82.400002 |  4663.000000 |     9.000000 |     0.048000
       PGC50853 |   213.561554 |    35.423656 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3184.000000 |     7.000000 |     0.065000
       PGC50866 |   213.613922 |    15.611778 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4716.000000 |    17.000000 |     0.050000
       PGC50882 |   213.670517 |    13.378171 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4961.000000 |    33.000000 |     0.061000
       PGC50889 |   213.709885 |    15.146890 |    33.980000 |     0.170000 |    62.657001 |     4.860000 |    57.200001 |    69.900002 |  4573.000000 |     9.000000 |     0.065000
       PGC50895 |   213.718002 |    25.317612 |    31.549999 |     0.180000 |    20.492001 |     1.660000 |    17.200001 |    23.100000 |  1039.000000 |     5.000000 |     0.052000
       PGC50897 |   213.716827 |    14.125870 |    34.360001 |     0.480000 |    75.837997 |    14.400000 |    45.000000 |    89.900002 |  4978.000000 |     1.000000 |     0.081000
       PGC50902 |   213.765442 |    36.457268 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1876.000000 |     4.000000 |     0.021000
       PGC50910 |   213.783676 |    45.594849 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4789.000000 |    28.000000 |     0.030000
       PGC50925 |   213.829697 |    36.202221 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2968.000000 |    45.000000 |     0.029000
       PGC50942 |   213.891953 |    36.226582 |    33.200001 |     0.320000 |    44.126999 |     6.980000 |    36.599998 |    58.599998 |  2875.000000 |          NaN |     0.028000
       PGC50944 |   213.909882 |    36.375084 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4731.000000 |    31.000000 |     0.027000
       PGC50973 |   214.032257 |    35.343830 |    33.439999 |     0.310000 |    49.186001 |     6.700000 |    36.400002 |    57.200001 |  3866.000000 |     5.000000 |     0.041000
       PGC50990 |   214.129608 |    57.810120 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3123.000000 |     7.000000 |     0.035000
       PGC51002 |   214.196701 |    23.002472 |    34.049999 |     0.180000 |    64.644997 |     5.470000 |    58.500000 |    73.000000 |  4601.000000 |     2.000000 |     0.069000
       PGC51018 |   214.260513 |    36.571583 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3040.000000 |    17.000000 |     0.038000
       PGC51026 |   214.319916 |    58.709305 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3068.000000 |     5.000000 |     0.030000
       PGC51036 |   214.341965 |    57.629860 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3083.000000 |     9.000000 |     0.024000
       PGC51073 |   214.494659 |    26.412569 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4420.000000 |     6.000000 |     0.056000
       PGC51091 |   214.570282 |    31.653831 |    34.250000 |     0.120000 |    70.775002 |     3.930000 |    65.099998 |    74.099998 |  4273.000000 |    10.000000 |     0.039000
       PGC51103 |   214.605835 |    25.501110 |    33.939999 |     0.110000 |    61.525002 |     3.000000 |    59.599998 |    66.000000 |  4450.000000 |     7.000000 |     0.047000
       PGC51104 |   214.607178 |    36.493561 |    32.759998 |     0.560000 |    36.785000 |     8.760000 |    21.900000 |    48.599998 |  3219.000000 |     5.000000 |     0.016000
       PGC51105 |   214.623886 |    26.287846 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4539.000000 |    27.000000 |     0.046000
       PGC51120 |   214.680069 |    21.816114 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2628.000000 |    26.000000 |     0.097000
       PGC51157 |   214.809418 |    36.359379 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3159.000000 |    45.000000 |     0.028000
       PGC51163 |   214.826660 |    37.022621 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2916.000000 |    54.000000 |     0.022000
       PGC51166 |   214.834167 |     1.165161 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2439.000000 |     1.000000 |     0.109000
       PGC51175 |   214.857056 |    39.857285 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1618.000000 |     2.000000 |     0.030000
       PGC51210 |   214.950836 |    56.729057 |    29.459999 |     0.500000 |     7.981000 |     0.564000 |     3.800000 |    10.500000 |   293.000000 |     2.000000 |     0.043000
       PGC51217 |   214.990326 |    53.469971 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1744.000000 |    41.000000 |     0.030000
       PGC51222 |   215.007675 |    35.654472 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3608.000000 |    29.000000 |     0.048000
       PGC51223 |   215.018707 |     3.992472 |    31.549999 |     0.280000 |    20.575001 |     2.820000 |    18.799999 |    24.799999 |  1729.000000 |     3.000000 |     0.083000
       PGC51225 |   215.030518 |    43.031490 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN | 19184.000000 |    30.000000 |     0.033000
       PGC51233 |   215.082870 |     3.933748 |    31.620001 |     0.360000 |    21.200001 |     3.740000 |    17.000000 |    26.400000 |  1507.000000 |     4.000000 |     0.085000
       PGC51236 |   215.110336 |    35.188805 |    32.700001 |     0.090000 |    34.750000 |     1.340000 |    33.799999 |    35.700001 |  3602.000000 |     6.000000 |     0.055000
       PGC51241 |   215.133713 |     3.983222 |    31.200001 |          NaN |    17.400000 |          NaN |    17.400000 |    17.400000 |  1780.000000 |     3.000000 |     0.084000
       PGC51247 |   215.167740 |    40.315319 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1260.000000 |    37.000000 |     0.037000
       PGC51251 |   215.179672 |    39.693584 |    32.369999 |     0.180000 |    29.799999 |     2.510000 |    26.600000 |    34.400002 |  1430.000000 |     5.000000 |     0.036000
       PGC51253 |   215.192184 |    21.935747 |    33.900002 |     0.430000 |    61.299999 |    11.700000 |    45.099998 |    73.900002 |  4644.000000 |     7.000000 |     0.083000
       PGC51254 |   215.204361 |    25.958811 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4447.000000 |    20.000000 |     0.052000
       PGC51264 |   215.225220 |    23.602743 |    34.110001 |     0.140000 |    66.620003 |     4.450000 |    61.299999 |    72.199997 |  4538.000000 |     8.000000 |     0.075000
       PGC51270 |   215.233200 |     3.238006 |    31.870001 |     0.410000 |    24.020000 |     4.150000 |    17.400000 |    28.700001 |  1589.000000 |     5.000000 |     0.083000
       PGC51275 |   215.265335 |     3.271000 |    31.440001 |     0.710000 |    20.323999 |     5.760000 |    10.100000 |    26.400000 |  1506.000000 |     5.000000 |     0.084000
       PGC51279 |   215.288132 |    39.497055 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1307.000000 |    31.000000 |     0.033000
       PGC51282 |   215.317947 |    23.480017 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4593.000000 |    30.000000 |     0.082000
       PGC51284 |   215.319504 |    22.041607 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4588.000000 |          NaN |     0.097000
       PGC51285 |   215.283173 |    35.295387 |    33.220001 |     0.160000 |    44.200001 |     3.400000 |    41.799999 |    48.099998 |  3621.000000 |     2.000000 |     0.049000
       PGC51286 |   215.304626 |     3.435778 |    31.809999 |     0.330000 |    23.229000 |     3.320000 |    16.000000 |    27.000000 |  1489.000000 |     4.000000 |     0.112000
       PGC51292 |   215.327820 |    12.505956 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4970.000000 |    35.000000 |     0.064000
       PGC51293 |   215.347656 |    11.270793 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4793.000000 |    33.000000 |     0.095000
       PGC51299 |   215.339584 |    36.427929 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3362.000000 |     3.000000 |     0.025000
       PGC51300 |   215.354630 |    35.270630 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3397.000000 |     8.000000 |     0.051000
       PGC51309 |   215.404800 |    50.390312 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2324.000000 |    31.000000 |     0.061000
       PGC51312 |   215.410019 |    35.204868 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3208.000000 |    19.000000 |     0.046000
       PGC51322 |   215.482010 |    34.805336 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3149.000000 |    47.000000 |     0.057000
       PGC51332 |   215.544647 |    13.918064 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2303.000000 |     9.000000 |     0.063000
       PGC51340 |   215.578461 |    50.501377 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2230.000000 |    23.000000 |     0.055000
       PGC51344 |   215.599030 |    -0.387669 |    31.780001 |     0.480000 |    23.236000 |     5.200000 |    13.700000 |    34.299999 |  1638.000000 |     4.000000 |     0.107000
       PGC51348 |   215.628235 |    11.304878 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4977.000000 |    48.000000 |     0.092000
       PGC51355 |   215.619736 |    37.122196 |    33.759998 |     0.470000 |    57.150002 |    12.200000 |    48.500000 |    65.800003 |  3122.000000 |    13.000000 |     0.034000
       PGC51357 |   215.631287 |    56.251835 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1910.000000 |     2.000000 |     0.040000
       PGC51400 |   215.862976 |     1.726297 |    32.130001 |     0.390000 |    27.025000 |     5.600000 |    23.100000 |    40.299999 |  1397.000000 |     1.000000 |     0.088000
       PGC51401 |   215.870834 |    14.283182 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2187.000000 |    35.000000 |     0.063000
       PGC51415 |   215.926620 |    34.009029 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3865.000000 |    27.000000 |     0.046000
       PGC51419 |   215.942993 |    34.016998 |    34.070000 |          NaN |    65.199997 |          NaN |    65.199997 |    65.199997 |  3539.000000 |     6.000000 |     0.046000
       PGC51422 |   215.956329 |    14.638771 |    34.580002 |     0.960000 |    87.839996 |    28.500000 |    37.500000 |   106.000000 |  2319.000000 |     6.000000 |     0.057000
       PGC51431 |   216.019897 |    33.047394 |    32.040001 |     0.040000 |    25.549999 |     0.490000 |    25.200001 |    25.900000 |  1968.000000 |     5.000000 |     0.031000
       PGC51439 |   216.031616 |    34.858849 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3892.000000 |     9.000000 |     0.043000
       PGC51449 |   216.101349 |     8.276142 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1256.000000 |     4.000000 |     0.067000
       PGC51455 |   216.113632 |    32.951916 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2048.000000 |     7.000000 |     0.021000
       PGC51459 |   216.127075 |    57.137680 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3171.000000 |     7.000000 |     0.032000
       PGC51470 |   216.175583 |    35.267166 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2973.000000 |    29.000000 |     0.066000
       PGC51477 |   216.207214 |    35.284924 |    33.990002 |     0.130000 |    62.766998 |     3.660000 |    58.599998 |    65.500000 |  3372.000000 |    26.000000 |     0.066000
       PGC51483 |   216.235870 |    25.024780 |    34.099998 |     0.140000 |    66.059998 |     4.310000 |    60.299999 |    71.099998 |  4448.000000 |     8.000000 |     0.064000
       PGC51495 |   216.287460 |    -1.113469 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2641.000000 |     3.000000 |     0.133000
       PGC51502 |   216.345047 |    26.465401 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4700.000000 |    13.000000 |     0.048000
       PGC51505 |   216.335800 |    32.482372 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4175.000000 |    25.000000 |     0.023000
       PGC51509 |   216.361923 |    56.320160 |    31.150000 |     0.090000 |    16.959999 |     0.630000 |    16.200001 |    17.600000 |  1885.000000 |     4.000000 |     0.045000
       PGC51510 |   216.363510 |    25.526266 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN | 11009.000000 |    32.000000 |     0.052000
       PGC51511 |   216.388458 |    33.848110 |    33.529999 |     0.220000 |    51.099998 |     5.070000 |    45.500000 |    55.400002 |  3317.000000 |    10.000000 |     0.039000
       PGC51520 |   216.414215 |    25.378361 |    33.750000 |     0.170000 |    56.400002 |     4.410000 |    52.400002 |    60.799999 |  4998.000000 |     8.000000 |     0.056000
       PGC51533 |   216.513168 |    38.776127 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4932.000000 |    37.000000 |     0.029000
       PGC51541 |   216.550797 |    48.563999 |    33.990002 |     0.440000 |    63.740002 |    11.100000 |    38.200001 |    75.099998 |  3865.000000 |     2.000000 |     0.062000
       PGC51547 |   216.582489 |    25.400826 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4995.000000 |    32.000000 |     0.054000
       PGC51561 |   216.631424 |    44.862305 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2370.000000 |    32.000000 |     0.041000
       PGC51564 |   216.638748 |    56.582630 |    31.840000 |     0.650000 |    24.250000 |     6.520000 |    13.600000 |    32.700001 |  1944.000000 |     5.000000 |     0.056000
       PGC51587 |   216.749084 |     8.683611 |    31.400000 |     0.340000 |    19.240000 |     3.270000 |    17.100000 |    24.799999 |  1365.000000 |     3.000000 |     0.057000
       PGC51589 |   216.743790 |    31.517027 |    33.459999 |     0.120000 |    49.299999 |     2.600000 |    46.799999 |    52.000000 |  3924.000000 |     6.000000 |     0.042000
       PGC51595 |   216.806244 |    50.562397 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3932.000000 |     7.000000 |     0.037000
       PGC51598 |   216.786179 |    33.252567 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3356.000000 |    28.000000 |     0.025000
       PGC51600 |   216.789597 |    30.948214 |    33.820000 |     0.080000 |    58.067001 |     2.090000 |    55.700001 |    59.700001 |  4099.000000 |    10.000000 |     0.057000
       PGC51604 |   216.794968 |     5.132944 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1600.000000 |     5.000000 |     0.076000
       PGC51618 |   216.858154 |    25.514465 |    33.869999 |     0.170000 |    59.549999 |     4.690000 |    54.400002 |    64.500000 |  4757.000000 |    10.000000 |     0.056000
       PGC51620 |   216.868256 |    46.146530 |    32.930000 |     0.560000 |    39.770000 |     9.990000 |    22.900000 |    54.500000 |  2334.000000 |     6.000000 |     0.045000
       PGC51621 |   216.871002 |    29.951994 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4356.000000 |     5.000000 |     0.048000
       PGC51635 |   216.902542 |    41.257751 |    32.509998 |     0.350000 |    32.144001 |     5.430000 |    26.000000 |    41.299999 |  2655.000000 |     5.000000 |     0.032000
       PGC51643 |   216.961700 |    25.838076 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4442.000000 |    45.000000 |     0.057000
       PGC51644 |   216.940018 |    34.208969 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4071.000000 |    29.000000 |     0.043000
       PGC51655 |   217.011475 |    21.303812 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1146.000000 |    10.000000 |     0.111000
       PGC51664 |   217.045258 |    13.551583 |    30.250000 |          NaN |    11.200000 |          NaN |    11.200000 |    11.200000 |  1289.000000 |     5.000000 |     0.055000
       PGC51665 |   217.024719 |    33.818268 |    33.990002 |          NaN |    62.900002 |          NaN |    62.900002 |    62.900002 |  4091.000000 |    10.000000 |     0.027000
       PGC51667 |   217.056168 |    25.947416 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4043.000000 |    25.000000 |     0.069000
       PGC51668 |   217.030136 |    25.868773 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4382.000000 |    21.000000 |     0.062000
       PGC51670 |   217.042084 |    26.935833 |    34.410000 |     0.370000 |    76.900002 |    12.300000 |    59.700001 |    89.099998 |  4389.000000 |     8.000000 |     0.052000
       PGC51675 |   217.053329 |    25.830526 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3921.000000 |    44.000000 |     0.061000
       PGC51681 |   217.068222 |    25.848768 |    34.310001 |     0.310000 |    73.400002 |    10.700000 |    63.099998 |    88.199997 |  4498.000000 |    24.000000 |     0.062000
       PGC51685 |   217.076797 |    13.780222 |    31.920000 |          NaN |    24.200001 |          NaN |    24.200001 |    24.200001 |  1286.000000 |     6.000000 |     0.062000
       PGC51694 |   217.090393 |    49.561440 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |   632.000000 |    35.000000 |     0.051000
       PGC51695 |   217.097397 |    33.253742 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4155.000000 |    24.000000 |     0.031000
       PGC51698 |   217.103668 |    32.394611 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4130.000000 |     4.000000 |     0.042000
       PGC51701 |   217.128494 |    27.265917 |    34.770000 |     0.750000 |    93.824997 |    27.900000 |    54.299999 |   120.000000 |  3952.000000 |     8.000000 |     0.058000
       PGC51706 |   217.132339 |    27.408957 |    34.410000 |     0.190000 |    76.550003 |     6.490000 |    67.099998 |    81.900002 |  4316.000000 |     6.000000 |     0.066000
       PGC51710 |   217.162369 |    30.634501 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3869.000000 |    15.000000 |     0.060000
       PGC51716 |   217.149048 |    25.708889 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3989.000000 |    44.000000 |     0.056000
       PGC51725 |   217.188614 |    28.964245 |    33.980000 |     0.490000 |    63.771000 |    12.300000 |    39.000000 |    75.800003 |  4209.000000 |    10.000000 |     0.056000
       PGC51726 |   217.194427 |    27.250669 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4417.000000 |     3.000000 |     0.058000
       PGC51728 |   217.206207 |    26.032278 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4297.000000 |    25.000000 |     0.056000
       PGC51733 |   217.237534 |    25.553417 |    33.860001 |     0.130000 |    59.125000 |     3.560000 |    56.400002 |    64.199997 |  4137.000000 |    10.000000 |     0.067000
       PGC51738 |   217.250900 |    35.943771 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4519.000000 |    32.000000 |     0.041000
       PGC51741 |   217.266174 |     3.149019 |    31.969999 |     0.170000 |    24.867001 |     2.060000 |    23.299999 |    27.200001 |  1873.000000 |    22.000000 |     0.082000
       PGC51745 |   217.282791 |    32.910168 |    34.639999 |     0.020000 |    84.699997 |     0.690000 |    84.300003 |    85.500000 |  4276.000000 |     8.000000 |     0.026000
       PGC51747 |   217.290756 |    31.798668 |    33.209999 |          NaN |    43.900002 |          NaN |    43.900002 |    43.900002 |  3560.000000 |    13.000000 |     0.039000
       PGC51821 |   217.550812 |    45.542339 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2345.000000 |     3.000000 |     0.030000
       PGC51748 |   217.298706 |    30.077250 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4361.000000 |    40.000000 |     0.058000
       PGC51753 |   217.310242 |    44.698994 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2418.000000 |     5.000000 |     0.035000
       PGC51754 |   217.324921 |    30.832222 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4280.000000 |    31.000000 |     0.053000
       PGC51758 |   217.319275 |    28.821882 |    33.959999 |     0.450000 |    63.178001 |    10.500000 |    37.000000 |    73.699997 |  4345.000000 |     9.000000 |     0.065000
       PGC51778 |   217.393585 |    49.637470 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3847.000000 |    28.000000 |     0.057000
       PGC51780 |   217.394165 |    -0.018234 |    32.389999 |     0.240000 |    30.256001 |     3.190000 |    23.900000 |    34.299999 |  1539.000000 |     3.000000 |     0.120000
       PGC51781 |   217.400833 |    26.063866 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4839.000000 |    31.000000 |     0.056000
       PGC51782 |   217.418549 |     4.062370 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2365.000000 |     5.000000 |     0.079000
       PGC51785 |   217.412582 |     3.266303 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1745.000000 |    10.000000 |     0.091000
       PGC51787 |   217.418228 |     3.233317 |    31.870001 |     0.390000 |    24.011999 |     3.930000 |    15.500000 |    28.799999 |  1676.000000 |     4.000000 |     0.089000
       PGC51795 |   217.457565 |    49.622673 |    32.849998 |          NaN |    37.200001 |          NaN |    37.200001 |    37.200001 |  2328.000000 |     7.000000 |     0.058000
       PGC51797 |   217.455368 |    42.939720 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2475.000000 |     3.000000 |     0.032000
       PGC51803 |   217.493210 |    36.873222 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |   773.000000 |     6.000000 |     0.024000
       PGC51808 |   217.507690 |     3.772861 |    33.060001 |     0.180000 |    41.067001 |     3.290000 |    37.299999 |    43.400002 |  1722.000000 |     9.000000 |     0.091000
       PGC51814 |   217.543411 |    31.215500 |    33.570000 |     0.180000 |    51.867001 |     4.170000 |    45.700001 |    56.500000 |  3562.000000 |     5.000000 |     0.039000
       PGC51819 |   217.546371 |    27.531721 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4496.000000 |     8.000000 |     0.057000
       PGC51830 |   217.595444 |    59.469776 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1943.000000 |     4.000000 |     0.024000
       PGC51831 |   217.606277 |    35.321030 |    33.639999 |     0.520000 |    54.766998 |    10.900000 |    29.799999 |    68.199997 |  3163.000000 |     6.000000 |     0.042000
       PGC51835 |   217.639969 |    25.513786 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4267.000000 |    20.000000 |     0.126000
       PGC51845 |   217.672897 |     3.425723 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN | 12019.000000 |    25.000000 |     0.082000
       PGC51850 |   217.681641 |    29.180826 |    33.889999 |     0.340000 |    60.625000 |     9.510000 |    48.500000 |    72.500000 |  3906.000000 |     9.000000 |     0.051000
       PGC51864 |   217.752838 |    25.490076 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4538.000000 |     7.000000 |     0.119000
       PGC51872 |   217.762619 |    35.519485 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4092.000000 |    60.000000 |     0.038000
       PGC51875 |   217.775574 |    25.355112 |    33.990002 |     0.140000 |    62.835999 |     4.030000 |    54.799999 |    68.900002 |  4480.000000 |     6.000000 |     0.104000
       PGC51877 |   217.787018 |    27.236746 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4464.000000 |     9.000000 |     0.042000
       PGC51880 |   217.857758 |    30.786997 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3648.000000 |    34.000000 |     0.055000
       PGC51895 |   217.863327 |     3.009083 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1479.000000 |     5.000000 |     0.081000
       PGC51909 |   217.934036 |     6.158139 |    33.919998 |     0.120000 |    60.950001 |     3.500000 |    58.900002 |    66.199997 |  2316.000000 |    16.000000 |     0.087000
       PGC51912 |   217.968674 |     8.933000 |    33.580002 |          NaN |    52.000000 |          NaN |    52.000000 |    52.000000 |  2177.000000 |    39.000000 |     0.084000
       PGC51921 |   217.989120 |     6.250417 |    33.419998 |     0.190000 |    48.549999 |     4.200000 |    43.900002 |    54.099998 |  2354.000000 |     2.000000 |     0.085000
       PGC51926 |   217.986664 |    36.304169 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3687.000000 |   149.000000 |     0.031000
       PGC51928 |   218.003845 |    36.305218 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3796.000000 |    20.000000 |     0.032000
       PGC51932 |   218.023376 |    57.921444 |    32.410000 |     0.350000 |    30.742001 |     4.780000 |    24.500000 |    36.099998 |  1912.000000 |     3.000000 |     0.030000
       PGC51933 |   218.034180 |     6.189754 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2369.000000 |     3.000000 |     0.087000
       PGC51942 |   218.063248 |    26.326668 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4801.000000 |    49.000000 |     0.051000
       PGC51945 |   218.086670 |     9.933528 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1395.000000 |     2.000000 |     0.074000
       PGC51951 |   218.114273 |    27.427429 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4298.000000 |    31.000000 |     0.058000
