# NED distances 
#
# name   = galaxy name
# RA,DEC = RA, DEC (J2000) [in degrees]
# mu     = distance modulus (+error) derived from z [in mag]
# D      = mean distance (+error) [in Mpc]
# minD   = min distance in NED [in Mpc]
# maxD   = max distance in NED [in Mpc]
# Vhel   = Heliocentric velocity [in kms]
# A_V    = foreground extinction [in mag] from Schlafly+ '11
#
# Total number of galaxies: 1
#
###########################################################################################################################
#name           |     RA[deg]  |    DEC[deg]  |     mu[mag]  |      mu_err |       D[Mpc]  |       D_err  |    minD[Mpc] |    maxD[Mpc] |    Vhel[kms] |     Vhel_err |    A_V[mag] 
        PGC7560 |    29.977041 |    23.644388 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4921.000000 |     6.000000 |     0.266000
        PGC7571 |    29.995417 |    34.343056 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4849.000000 |     4.000000 |     0.223000
        PGC7577 |    30.037323 |    12.656107 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3483.000000 |    20.000000 |     0.180000
        PGC7579 |    30.046625 |    37.603359 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4049.000000 |     6.000000 |     0.158000
        PGC7581 |    30.047916 |    38.021332 |    33.930000 |     0.340000 |    61.549999 |     9.680000 |    54.700001 |    68.400002 |  4209.000000 |    23.000000 |     0.153000
        PGC7583 |    30.069250 |   -83.987694 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3547.000000 |     7.000000 |     0.337000
        PGC7584 |    30.062092 |    31.429571 |    33.750000 |     0.600000 |    58.075001 |    15.900000 |    35.799999 |    85.099998 |  5015.000000 |     8.000000 |     0.128000
        PGC7587 |    30.081875 |    21.301832 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4854.000000 |    10.000000 |     0.241000
        PGC7588 |    30.062332 |    24.252777 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4846.000000 |     2.000000 |     0.289000
        PGC7592 |    30.079124 |   -24.565708 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4520.000000 |    45.000000 |     0.037000
        PGC7594 |    30.079416 |    24.473694 |    34.450001 |     0.240000 |    78.109001 |     8.730000 |    63.599998 |    92.199997 |  4927.000000 |    20.000000 |     0.273000
        PGC7602 |    30.099043 |    21.108250 |    33.869999 |     0.400000 |    60.182999 |     9.840000 |    42.000000 |    67.000000 |  4861.000000 |     5.000000 |     0.251000
        PGC7609 |    30.122250 |   -34.255638 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4865.000000 |    22.000000 |     0.040000
        PGC7613 |    30.134167 |    21.287556 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3079.000000 |     5.000000 |     0.241000
        PGC7618 |    30.150791 |   -25.051167 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3985.000000 |    36.000000 |     0.039000
        PGC7632 |    30.202572 |    -9.002574 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4720.000000 |    26.000000 |     0.078000
        PGC7636 |    30.207792 |   -25.026693 |    34.470001 |          NaN |    78.400002 |          NaN |    78.400002 |    78.400002 |  4476.000000 |    32.000000 |     0.038000
        PGC7644 |    30.249083 |    15.189139 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4646.000000 |    26.000000 |     0.183000
        PGC7646 |    30.228832 |    38.210724 |    33.270000 |     0.330000 |    45.542000 |     6.870000 |    36.099998 |    57.099998 |  4137.000000 |     6.000000 |     0.152000
        PGC7649 |    30.245501 |     8.311167 |    33.849998 |     0.340000 |    59.424999 |     8.540000 |    41.900002 |    70.000000 |  4742.000000 |    12.000000 |     0.214000
        PGC7650 |    30.244667 |    37.911694 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4039.000000 |    21.000000 |     0.151000
        PGC7654 |    30.229586 |    -8.841094 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1608.000000 |     7.000000 |     0.069000
        PGC7656 |    30.276863 |    -6.815517 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4078.000000 |    28.000000 |     0.074000
        PGC7659 |    30.289457 |    50.507084 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4875.000000 |    44.000000 |     0.743000
        PGC7660 |    30.282707 |    26.844055 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4993.000000 |    26.000000 |     0.161000
        PGC7663 |    30.300793 |    19.675249 |    32.669998 |     0.280000 |    34.500000 |     4.470000 |    28.500000 |    41.500000 |  2433.000000 |     5.000000 |     0.296000
        PGC7667 |    30.307543 |    30.357555 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3810.000000 |     7.000000 |     0.135000
        PGC7670 |    30.310625 |   -34.363029 |    33.619999 |     0.360000 |    53.333000 |     9.160000 |    47.599998 |    63.900002 |  4805.000000 |    10.000000 |     0.038000
        PGC7673 |    30.328121 |   -31.212261 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4947.000000 |    64.000000 |     0.054000
        PGC7680 |    30.353001 |    15.646528 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4520.000000 |    34.000000 |     0.136000
        PGC7682 |    30.376375 |    -7.291861 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2456.000000 |    11.000000 |     0.073000
        PGC7684 |    30.379436 |   -24.925076 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4233.000000 |    47.000000 |     0.031000
        PGC7694 |    30.416668 |    31.826500 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4985.000000 |    27.000000 |     0.167000
        PGC7707 |    30.454756 |    23.689417 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4727.000000 |    10.000000 |     0.241000
        PGC7709 |    30.463041 |    16.257778 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4570.000000 |    24.000000 |     0.146000
        PGC7714 |    30.463291 |   -10.467528 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4714.000000 |     7.000000 |     0.069000
        PGC7725 |    30.500000 |    11.728333 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4643.000000 |     6.000000 |     0.417000
        PGC7731 |    30.530348 |    23.549828 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4769.000000 |    10.000000 |     0.238000
        PGC7736 |    30.534792 |   -79.707664 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4420.000000 |   100.000000 |     0.207000
        PGC7737 |    30.566084 |     9.968583 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4793.000000 |    10.000000 |     0.226000
        PGC7742 |    30.550125 |   -28.657444 |    34.150002 |     0.200000 |    68.038002 |     6.360000 |    58.599998 |    77.400002 |  4974.000000 |    10.000000 |     0.046000
        PGC7743 |    30.555292 |    -6.078889 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4998.000000 |    45.000000 |     0.082000
        PGC7744 |    30.563875 |    15.712194 |    34.029999 |     0.130000 |    64.099998 |     4.100000 |    61.200001 |    67.000000 |  4648.000000 |    23.000000 |     0.158000
        PGC7750 |    30.570292 |    19.179861 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2349.000000 |     1.000000 |     0.235000
        PGC7751 |    30.559958 |     9.980944 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4583.000000 |    10.000000 |     0.223000
        PGC7762 |    30.618849 |    22.320526 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4823.000000 |    10.000000 |     0.309000
        PGC7765 |    30.629084 |    11.093083 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4649.000000 |    10.000000 |     0.260000
        PGC7768 |    30.634958 |    16.014168 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3893.000000 |    20.000000 |     0.143000
        PGC7773 |    30.636917 |   -79.670387 |    34.220001 |     0.140000 |    70.050003 |     4.610000 |    60.500000 |    76.699997 |  4605.000000 |    10.000000 |     0.211000
        PGC7783 |    30.663124 |    27.581083 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4922.000000 |    26.000000 |     0.183000
        PGC7799 |    30.735292 |   -14.609111 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3733.000000 |     7.000000 |     0.059000
        PGC7806 |    30.758541 |    -9.656278 |    33.000000 |     0.010000 |    39.799999 |     0.100000 |    39.700001 |    39.900002 |  3864.000000 |     5.000000 |     0.070000
        PGC7817 |    30.797251 |    36.313389 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4321.000000 |     5.000000 |     0.307000
        PGC7819 |    30.836250 |    23.760834 |    32.480000 |          NaN |    31.299999 |          NaN |    31.299999 |    31.299999 |  2835.000000 |     5.000000 |     0.246000
        PGC7822 |    30.819277 |    -9.890652 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3887.000000 |     8.000000 |     0.061000
        PGC7823 |    30.831667 |    32.077530 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  5089.000000 |    31.000000 |     0.174000
        PGC7825 |    30.834513 |    22.041410 |    32.730000 |          NaN |    35.099998 |          NaN |    35.099998 |    35.099998 |  2640.000000 |     1.000000 |     0.304000
        PGC7826 |    30.834167 |    18.629610 |    32.470001 |          NaN |    31.200001 |          NaN |    31.200001 |    31.200001 |  2369.000000 |     6.000000 |     0.207000
        PGC7835 |    30.879808 |    -9.933374 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3944.000000 |     9.000000 |     0.058000
        PGC7839 |    30.898043 |     4.785722 |    34.169998 |     0.160000 |    68.300003 |     5.000000 |    64.000000 |    73.800003 |  4700.000000 |    24.000000 |     0.130000
        PGC7841 |    30.906208 |    24.075500 |    32.750000 |          NaN |    35.599998 |          NaN |    35.599998 |    35.599998 |  2670.000000 |     2.000000 |     0.253000
        PGC7846 |    30.935858 |    14.709285 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3648.000000 |     2.000000 |     0.150000
        PGC7849 |    30.936251 |    16.030972 |    31.879999 |     0.380000 |    24.080999 |     4.030000 |    16.799999 |    31.000000 |  2101.000000 |     1.000000 |     0.143000
        PGC7856 |    30.957483 |    14.739133 |    33.279999 |     0.100000 |    45.325001 |     2.190000 |    43.900002 |    48.599998 |  3646.000000 |     9.000000 |     0.161000
        PGC7857 |    30.964378 |    25.925253 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4884.000000 |    24.000000 |     0.266000
        PGC7863 |    30.995832 |    15.318056 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3630.000000 |     7.000000 |     0.172000
        PGC7865 |    30.985832 |   -23.311611 |    34.049999 |     0.120000 |    64.599998 |     3.530000 |    60.700001 |    69.800003 |  4964.000000 |    10.000000 |     0.051000
        PGC7871 |    31.021250 |    24.208332 |    29.830000 |          NaN |     9.300000 |          NaN |     9.300000 |     9.300000 |   606.000000 |     2.000000 |     0.231000
        PGC7881 |    31.044176 |    47.975697 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4681.000000 |    30.000000 |     0.510000
        PGC7888 |    31.077291 |    28.655916 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  5151.000000 |     5.000000 |     0.173000
        PGC7891 |    31.084583 |    -4.916139 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3921.000000 |     7.000000 |     0.075000
        PGC7892 |    31.051874 |   -10.078500 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1894.000000 |    22.000000 |     0.057000
        PGC7896 |    31.106651 |   -10.159723 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1912.000000 |    15.000000 |     0.057000
        PGC7899 |    31.123207 |    28.812326 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4546.000000 |    31.000000 |     0.160000
        PGC7900 |    31.131001 |    -6.198917 |    31.660000 |     0.490000 |    21.959999 |     4.780000 |    16.799999 |    27.400000 |  1363.000000 |     3.000000 |     0.073000
        PGC7905 |    31.145184 |   -10.108478 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1923.000000 |     1.000000 |     0.057000
        PGC7909 |    31.151724 |    47.938534 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4991.000000 |    33.000000 |     0.467000
        PGC7916 |    31.179874 |   -29.300777 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4908.000000 |    36.000000 |     0.046000
        PGC7917 |    31.182459 |     8.543083 |    33.810001 |     0.190000 |    58.025002 |     4.870000 |    51.000000 |    62.299999 |  3510.000000 |     1.000000 |     0.216000
        PGC7934 |    31.231916 |    28.987444 |    33.889999 |     0.330000 |    60.150002 |     9.120000 |    53.700001 |    66.599998 |  4764.000000 |    12.000000 |     0.178000
        PGC7940 |    31.266153 |   -32.385860 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4962.000000 |     5.000000 |     0.061000
        PGC7944 |    31.292707 |    24.666279 |    34.040001 |     0.110000 |    64.224998 |     3.510000 |    62.400002 |    69.500000 |  4836.000000 |     3.000000 |     0.227000
        PGC7952 |    31.313417 |     6.106833 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3410.000000 |     5.000000 |     0.116000
        PGC7957 |    31.321417 |    34.788750 |    34.619999 |     0.070000 |    83.967003 |     2.850000 |    81.500000 |    87.099998 |  4419.000000 |     4.000000 |     0.249000
        PGC7961 |    31.331959 |    -6.450889 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3906.000000 |     9.000000 |     0.063000
        PGC7962 |    31.334707 |    25.105444 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4815.000000 |     6.000000 |     0.311000
        PGC7970 |    31.380751 |    34.919250 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN | 11029.000000 |    33.000000 |     0.252000
        PGC7972 |    31.390499 |    34.880943 |    33.950001 |     0.160000 |    61.950001 |     4.590000 |    57.400002 |    68.199997 |  4415.000000 |     2.000000 |     0.251000
        PGC7978 |    31.413406 |   -56.069508 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.077000
        PGC7980 |    31.415375 |    39.839417 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4815.000000 |    11.000000 |     0.208000
        PGC7998 |    31.454729 |    -9.821681 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1921.000000 |     4.000000 |     0.065000
        PGC8004 |    31.503794 |    32.179298 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4203.000000 |    47.000000 |     0.167000
        PGC8013 |    31.516792 |    29.792999 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4965.000000 |    28.000000 |     0.182000
        PGC8019 |    31.551832 |    29.966360 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4835.000000 |    25.000000 |     0.178000
        PGC8022 |    31.558083 |   -20.744722 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3716.000000 |     9.000000 |     0.049000
        PGC8040 |    31.626444 |    29.993107 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4744.000000 |    33.000000 |     0.175000
        PGC8035 |    31.613125 |    27.033501 |    34.259998 |     0.130000 |    71.139999 |     4.170000 |    63.900002 |    74.500000 |  4965.000000 |     3.000000 |     0.161000
        PGC8051 |    31.655413 |   -60.968651 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1445.000000 |    10.000000 |     0.085000
        PGC8063 |    31.704647 |    37.417011 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4590.000000 |    17.000000 |     0.141000
        PGC8064 |    31.361000 |    31.175333 |    34.049999 |     0.460000 |    65.717003 |    11.800000 |    42.200001 |    74.500000 |  5276.000000 |     4.000000 |     0.157000
        PGC8075 |    31.755375 |     8.130444 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3438.000000 |    35.000000 |     0.253000
        PGC8089 |    31.825037 |   -32.505829 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4984.000000 |    45.000000 |     0.036000
        PGC8093 |    31.833542 |   -25.441889 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4431.000000 |    23.000000 |     0.043000
        PGC8107 |    31.877325 |   -21.434666 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.042000
        PGC8108 |    31.889023 |   -32.404770 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.040000
        PGC8109 |    31.890457 |    17.202639 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4514.000000 |     5.000000 |     0.171000
        PGC8121 |    31.927042 |    75.161362 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2846.000000 |    38.000000 |     2.468000
        PGC8146 |    32.016457 |    28.332138 |    33.990002 |          NaN |    62.799999 |          NaN |    62.799999 |    62.799999 |  4957.000000 |   129.000000 |     0.205000
        PGC8158 |    32.072792 |   -10.239139 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3869.000000 |    45.000000 |     0.062000
        PGC8160 |    32.088081 |    10.994917 |    31.889999 |     0.200000 |    23.915001 |     2.240000 |    19.000000 |    29.100000 |  1735.000000 |     4.000000 |     0.303000
        PGC8163 |    32.102749 |    14.971944 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4437.000000 |     3.000000 |     0.178000
        PGC8165 |    32.104080 |    14.349556 |    33.770000 |     0.370000 |    57.500000 |     9.010000 |    38.500000 |    65.500000 |  4418.000000 |     5.000000 |     0.177000
        PGC8167 |    32.115582 |     6.394917 |    32.889999 |     0.030000 |    37.867001 |     0.510000 |    37.299999 |    38.299999 |  3524.000000 |    29.000000 |     0.149000
        PGC8173 |    32.134834 |     6.323722 |    34.270000 |     0.390000 |    72.300003 |    12.500000 |    50.700001 |    91.199997 |  3398.000000 |     5.000000 |     0.150000
        PGC8182 |    32.176575 |    -7.790539 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4056.000000 |     8.000000 |     0.063000
        PGC8184 |    32.181538 |    -7.830408 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4056.000000 |    15.000000 |     0.063000
        PGC8185 |    32.185501 |    38.777195 |    33.619999 |     0.310000 |    53.368999 |     6.660000 |    34.700001 |    59.700001 |  4244.000000 |     4.000000 |     0.127000
        PGC8196 |    32.234417 |     7.971472 |    33.480000 |     0.130000 |    49.828999 |     3.040000 |    46.200001 |    54.299999 |  3458.000000 |     5.000000 |     0.169000
        PGC8199 |    32.238693 |    47.219906 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4978.000000 |    11.000000 |     0.422000
        PGC8200 |    32.244625 |    -7.058917 |    33.939999 |     0.110000 |    61.500000 |     3.100000 |    56.900002 |    63.700001 |  3967.000000 |    16.000000 |     0.074000
        PGC8201 |    32.244499 |    -7.766811 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3860.000000 |    19.000000 |     0.062000
        PGC8204 |    32.255535 |   -75.937553 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1662.000000 |     7.000000 |     0.133000
        PGC8205 |    32.259998 |     6.159167 |    34.180000 |     0.240000 |    68.932999 |     7.500000 |    60.799999 |    75.599998 |  3319.000000 |          NaN |     0.122000
        PGC8207 |    32.269127 |     5.113000 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3377.000000 |     4.000000 |     0.116000
        PGC8209 |    32.271458 |    -9.700396 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3832.000000 |     2.000000 |     0.065000
        PGC8210 |    32.275082 |   -10.320226 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3972.000000 |    12.000000 |     0.068000
        PGC8214 |    32.300835 |     6.600833 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3302.000000 |     4.000000 |     0.136000
        PGC8217 |    32.297768 |    37.211613 |    34.660000 |     0.010000 |    85.432999 |     0.300000 |    85.099998 |    85.699997 |  4639.000000 |    10.000000 |     0.131000
        PGC8220 |    32.309166 |    25.570778 |    34.520000 |     0.240000 |    80.425003 |     8.480000 |    67.800003 |    85.900002 |  4878.000000 |     8.000000 |     0.207000
        PGC8225 |    32.336845 |   -10.133093 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3864.000000 |    10.000000 |     0.070000
        PGC8228 |    32.352520 |   -10.135923 |    32.700001 |          NaN |    34.000000 |          NaN |    34.000000 |    34.000000 |  4073.000000 |    10.000000 |     0.070000
        PGC8229 |    32.351543 |   -32.470165 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4223.000000 |    45.000000 |     0.039000
        PGC8232 |    32.367851 |    -9.680325 |    31.959999 |     0.250000 |    24.833000 |     2.640000 |    18.600000 |    27.500000 |  1938.000000 |     5.000000 |     0.065000
        PGC8237 |    32.360237 |    37.258259 |    33.900002 |     0.290000 |    60.660000 |     8.780000 |    55.299999 |    76.300003 |  4586.000000 |     5.000000 |     0.133000
        PGC8238 |    32.377834 |    -6.968389 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4844.000000 |    35.000000 |     0.069000
        PGC8250 |    32.410534 |   -10.146687 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3851.000000 |     1.000000 |     0.070000
        PGC8251 |    32.413960 |    -6.922194 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4872.000000 |     8.000000 |     0.066000
        PGC8254 |    32.428871 |   -10.184086 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3874.000000 |     5.000000 |     0.070000
        PGC8258 |    32.461613 |    -7.762478 |    33.000000 |          NaN |    39.700001 |          NaN |    39.700001 |    39.700001 |  3857.000000 |    31.000000 |     0.064000
        PGC8260 |    32.474918 |    10.961083 |    34.130001 |     0.070000 |    66.932999 |     2.260000 |    65.199997 |    69.500000 |  4530.000000 |    36.000000 |     0.267000
        PGC8265 |    32.477585 |    29.511667 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4904.000000 |    26.000000 |     0.204000
        PGC8274 |    32.498890 |    -8.836431 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1578.000000 |    14.000000 |     0.052000
        PGC8276 |    32.508560 |    -7.624101 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3777.000000 |    45.000000 |     0.077000
        PGC8278 |    32.521294 |   -31.712334 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4361.000000 |    45.000000 |     0.071000
        PGC8279 |    32.525543 |   -32.939861 |    33.360001 |     0.310000 |    47.386002 |     6.920000 |    38.500000 |    61.700001 |  3350.000000 |    10.000000 |     0.039000
        PGC8281 |    32.537083 |     7.645861 |    33.770000 |     0.120000 |    56.932999 |     3.090000 |    55.000000 |    60.500000 |  3457.000000 |    12.000000 |     0.149000
        PGC8287 |    32.549294 |    41.562138 |    32.919998 |     0.010000 |    38.400002 |     0.170000 |    38.200001 |    38.500000 |  4368.000000 |     6.000000 |     0.207000
        PGC8290 |    32.540833 |    -1.401389 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3583.000000 |     6.000000 |     0.096000
        PGC8291 |    32.559376 |     6.049806 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4524.000000 |    17.000000 |     0.162000
        PGC8292 |    32.560501 |    25.681583 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4641.000000 |    10.000000 |     0.220000
        PGC8295 |    32.560165 |    -9.711039 |    31.510000 |     0.120000 |    20.033001 |     1.070000 |    18.900000 |    21.900000 |  1998.000000 |    11.000000 |     0.069000
        PGC8299 |    32.573517 |   -10.321447 |    33.820000 |     0.050000 |    58.200001 |     1.390000 |    56.500000 |    59.900002 |  3989.000000 |     6.000000 |     0.070000
        PGC8302 |    32.593880 |     1.201166 |    34.040001 |          NaN |    64.300003 |          NaN |    64.300003 |    64.300003 |  3539.000000 |          NaN |     0.074000
        PGC8304 |    32.603653 |   -22.054852 |    34.459999 |          NaN |    77.900002 |          NaN |    77.900002 |    77.900002 |  4373.000000 |    35.000000 |     0.039000
        PGC8305 |    32.602776 |   -42.088566 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4165.000000 |    27.000000 |     0.039000
        PGC8312 |    32.628750 |    52.296307 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4732.000000 |    33.000000 |     0.480000
        PGC8318 |    32.657249 |     5.870056 |    34.779999 |          NaN |    90.400002 |          NaN |    90.400002 |    90.400002 |  4568.000000 |    30.000000 |     0.160000
        PGC8319 |    32.656792 |   -15.773583 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1616.000000 |    31.000000 |     0.079000
        PGC8320 |    32.662109 |   -40.918076 |    31.530001 |     0.260000 |    20.267000 |     2.370000 |    17.700001 |    23.100000 |  1415.000000 |     5.000000 |     0.049000
        PGC8332 |    32.684582 |     6.758333 |    31.580000 |          NaN |    20.700001 |          NaN |    20.700001 |    20.700001 |  1601.000000 |     5.000000 |     0.133000
        PGC8351 |    32.749001 |    37.823860 |    34.020000 |     0.650000 |    66.074997 |    21.700001 |    49.400002 |    98.000000 |  4334.000000 |    36.000000 |     0.137000
        PGC8352 |    32.755375 |    37.666279 |    33.369999 |     0.430000 |    48.035999 |     9.480000 |    36.599998 |    64.099998 |  4593.000000 |     6.000000 |     0.139000
        PGC8353 |    32.766293 |     6.666889 |    32.959999 |     0.040000 |    39.200001 |     0.800000 |    38.400002 |    40.299999 |  1583.000000 |     6.000000 |     0.131000
        PGC8355 |    32.761333 |    17.199583 |    33.630001 |     0.290000 |    53.533001 |     7.160000 |    46.099998 |    60.400002 |  4312.000000 |    10.000000 |     0.285000
        PGC8360 |    32.783333 |     3.852500 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3256.000000 |     5.000000 |     0.111000
        PGC8368 |    32.800377 |     3.779694 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3111.000000 |    33.000000 |     0.108000
        PGC8372 |    32.822334 |    37.497166 |    33.689999 |     0.190000 |    54.817001 |     5.010000 |    49.099998 |    66.199997 |  4540.000000 |     7.000000 |     0.132000
        PGC8374 |    32.840042 |   -10.121222 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3853.000000 |    20.000000 |     0.074000
        PGC8377 |    32.847412 |     2.341569 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3598.000000 |          NaN |     0.097000
        PGC8390 |    32.884678 |   -20.038898 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4337.000000 |    41.000000 |     0.051000
        PGC8393 |    32.894875 |    31.509861 |    33.790001 |     0.290000 |    57.700001 |     7.730000 |    48.099998 |    68.699997 |  4983.000000 |     6.000000 |     0.234000
